class,order,family,genus,species,taxon_name,subspecies,common_name,female_maturity_d,litter_or_clutch_size_n,litters_or_clutches_n_or_y,adult_body_mass_g,maximum_longevity_y,gestation_d,weaning_d,birth_or_hatching_weight_g,weaning_weight_g,egg_mass_g,incubation_d,fledging_age_d,male_maturity_d,inter_litter_or_interbirth_interval_y,female_body_mass_g,male_body_mass_g,no_sex_body_mass_g,egg_width_mm,egg_length_mm,fledging_mass_g,adult_svl_cm,male_svl_cm,female_svl_cm,birth_or_hatching_svl_cm,female_svl_at_maturity_cm,female_body_mass_at_maturity_g,no_sex_svl_cm,no_sex_maturity_d,dataset
Mammalia,Chiroptera,Pteropodidae,Harpyionycteris,celebensis,Harpyionycteris celebensis,-999,Sulawesi Harpy Fruit Bat,NA,NA,NA,NA,NA,152.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Wilson, 2003"
Mammalia,Chiroptera,Pteropodidae,Harpyionycteris,celebensis,Harpyionycteris celebensis,-999,Sulawesi Harpy Fruit Bat,365.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Wilson, 2003"
Mammalia,Chiroptera,Pteropodidae,Harpyionycteris,celebensis,Harpyionycteris celebensis,-999,Sulawesi Harpy Fruit Bat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Wilson, 2003"
Mammalia,Chiroptera,Pteropodidae,Harpyionycteris,celebensis,Harpyionycteris celebensis,-999,Sulawesi Harpy Fruit Bat,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Wilson, 2003"
Mammalia,Chiroptera,Pteropodidae,Harpyionycteris,celebensis,Harpyionycteris celebensis,-999,Sulawesi Harpy Fruit Bat,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Wilson, 2003"
Mammalia,Chiroptera,Pteropodidae,Harpyionycteris,whiteheadi,Harpyionycteris whiteheadi,-999,Harpy Fruit Bat,232.26,1,2,135.48,NA,132.74,111.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.215,NA,NA,NA,NA,NA,NA,NA,"Jones, K., Bielby, J., Cardillo, M. et al., 2009"
Mammalia,Chiroptera,Pteropodidae,Harpyionycteris,whiteheadi,Harpyionycteris whiteheadi,-999,Harpy Fruit Bat,NA,NA,NA,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Wilson, 2003"
Mammalia,Chiroptera,Pteropodidae,Harpyionycteris,whiteheadi,Harpyionycteris whiteheadi,-999,Harpy Fruit Bat,NA,NA,NA,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Wilson, 2003"
Mammalia,Chiroptera,Pteropodidae,Harpyionycteris,whiteheadi,Harpyionycteris whiteheadi,-999,Harpy Fruit Bat,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Wilson, 2003"
Mammalia,Chiroptera,Pteropodidae,Harpyionycteris,whiteheadi,Harpyionycteris whiteheadi,-999,Harpy Fruit Bat,NA,NA,NA,NA,NA,121.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Wilson, 2003"
Mammalia,Chiroptera,Pteropodidae,Harpyionycteris,whiteheadi,Harpyionycteris whiteheadi,-999,Harpy Fruit Bat,NA,NA,NA,NA,NA,152.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Wilson, 2003"
Mammalia,Chiroptera,Pteropodidae,Harpyionycteris,whiteheadi,Harpyionycteris whiteheadi,-999,Harpy Fruit Bat,365.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Wilson, 2003"
Mammalia,Chiroptera,Pteropodidae,Harpyionycteris,whiteheadi,Harpyionycteris whiteheadi,-999,Harpy Fruit Bat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Wilson, 2003"
Mammalia,Chiroptera,Pteropodidae,Harpyionycteris,whiteheadi,Harpyionycteris whiteheadi,-999,Harpy Fruit Bat,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Wilson, 2003"
Mammalia,Chiroptera,Pteropodidae,Harpyionycteris,whiteheadi,Harpyionycteris whiteheadi,-999,Harpy Fruit Bat,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Wilson, 2003"
Mammalia,Chiroptera,Pteropodidae,Hypsignathus,monstrosus,Hypsignathus monstrosus,-999,Hammer-headed Fruit Bat,227.99,1.4,2,336.97,NA,125.14,NA,39.3,163.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.648,NA,NA,15.017,NA,NA,NA,NA,"Jones, K., Bielby, J., Cardillo, M. et al., 2009"
Mammalia,Chiroptera,Pteropodidae,Hypsignathus,monstrosus,Hypsignathus monstrosus,-999,Hammer-headed Fruit Bat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.4,NA,NA,NA,NA,NA,NA,NA,"Boback and Guyer, 2003"
Mammalia,Chiroptera,Pteropodidae,Hypsignathus,monstrosus,Hypsignathus monstrosus,-999,Hammer-headed Fruit Bat,NA,NA,NA,NA,12.225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Weigl, R., 2005"
Mammalia,Chiroptera,Pteropodidae,Latidens,salimalii,Latidens salimalii,-999,Salim Ali's Fruit Bat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.638,NA,NA,NA,NA,NA,NA,NA,"Jones, K., Bielby, J., Cardillo, M. et al., 2009"
Mammalia,Chiroptera,Pteropodidae,Latidens,salimalii,Latidens salimalii,-999,Salim Ali's Fruit Bat,NA,NA,NA,49.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jones, K., Bielby, J., Cardillo, M. et al., 2009"
Mammalia,Chiroptera,Pteropodidae,Lissonycteris,angolensis,Lissonycteris angolensis,-999,Angolan Soft-furred Fruit Bat,NA,0.99,2,68.31,NA,121.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.516,NA,NA,NA,NA,NA,NA,NA,"Jones, K., Bielby, J., Cardillo, M. et al., 2009"
Mammalia,Chiroptera,Pteropodidae,Lissonycteris,angolensis,Lissonycteris angolensis,-999,Angolan Soft-furred Fruit Bat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.5,NA,NA,NA,NA,NA,NA,NA,"Boback and Guyer, 2003"
Mammalia,Chiroptera,Pteropodidae,Lissonycteris,angolensis,Lissonycteris angolensis,-999,Angolan Soft-furred Fruit Bat,NA,NA,NA,NA,8.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Weigl, R., 2005"
Mammalia,Chiroptera,Pteropodidae,Macroglossus,minimus,Macroglossus minimus,-999,Dagger-toothed Long-nosed Fruit Bat,87.77,0.99,3,16.3,NA,125.14,65,3.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.809,NA,NA,2.628,NA,NA,NA,NA,"Jones, K., Bielby, J., Cardillo, M. et al., 2009"
Mammalia,Chiroptera,Pteropodidae,Macroglossus,minimus,Macroglossus minimus,-999,Dagger-toothed Long-nosed Fruit Bat,NA,NA,NA,NA,7.316666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Weigl, R., 2005"
Mammalia,Chiroptera,Pteropodidae,Macroglossus,minimus,Macroglossus minimus,-999,Dagger-toothed Long-nosed Fruit Bat,NA,NA,NA,15.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Savage et al., 2004"
Mammalia,Chiroptera,Pteropodidae,Macroglossus,minimus,Macroglossus minimus,-999,Dagger-toothed Long-nosed Fruit Bat,NA,NA,NA,15.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Savage et al., 2004"
Mammalia,Chiroptera,Pteropodidae,Macroglossus,sobrinus,Macroglossus sobrinus,-999,Greater Long-nosed Fruit Bat,NA,1,NA,21.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jones, K., Bielby, J., Cardillo, M. et al., 2009"
Mammalia,Chiroptera,Pteropodidae,Macroglossus,sobrinus,Macroglossus sobrinus,-999,Greater Long-nosed Fruit Bat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,NA,NA,NA,NA,NA,NA,NA,"Boback and Guyer, 2003"
Mammalia,Chiroptera,Pteropodidae,Macroglossus,sobrinus,Macroglossus sobrinus,-999,Greater Long-nosed Fruit Bat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Borissenko and Kruskop, 2003"
Mammalia,Chiroptera,Pteropodidae,Macroglossus,sobrinus,Macroglossus sobrinus,-999,Greater Long-nosed Fruit Bat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Borissenko and Kruskop, 2003"
Mammalia,Chiroptera,Pteropodidae,Macroglossus,sobrinus,Macroglossus sobrinus,-999,Greater Long-nosed Fruit Bat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Borissenko and Kruskop, 2003"
Mammalia,Chiroptera,Pteropodidae,Macroglossus,sobrinus,Macroglossus sobrinus,-999,Greater Long-nosed Fruit Bat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Borissenko and Kruskop, 2003"
Mammalia,Chiroptera,Pteropodidae,Macroglossus,sobrinus,Macroglossus sobrinus,-999,Greater Long-nosed Fruit Bat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Borissenko and Kruskop, 2003"
Mammalia,Chiroptera,Pteropodidae,Macroglossus,sobrinus,Macroglossus sobrinus,-999,Greater Long-nosed Fruit Bat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Borissenko and Kruskop, 2003"
Mammalia,Chiroptera,Pteropodidae,Macroglossus,sobrinus,Macroglossus sobrinus,-999,Greater Long-nosed Fruit Bat,NA,NA,NA,18.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Meyers et al., 2009"
Mammalia,Chiroptera,Pteropodidae,Macroglossus,sobrinus,Macroglossus sobrinus,-999,Greater Long-nosed Fruit Bat,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Meyers et al., 2009"
Mammalia,Chiroptera,Pteropodidae,Macroglossus,sobrinus,Macroglossus sobrinus,-999,Greater Long-nosed Fruit Bat,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Meyers et al., 2009"
Mammalia,Chiroptera,Pteropodidae,Macroglossus,sobrinus,Macroglossus sobrinus,-999,Greater Long-nosed Fruit Bat,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Meyers et al., 2009"
Mammalia,Chiroptera,Pteropodidae,Macroglossus,sobrinus,Macroglossus sobrinus,-999,Greater Long-nosed Fruit Bat,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Meyers et al., 2009"
Mammalia,Chiroptera,Pteropodidae,Macroglossus,sobrinus,Macroglossus sobrinus,-999,Greater Long-nosed Fruit Bat,NA,NA,NA,18.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Nowak, Kunz, and Pierson, 1994"
Mammalia,Chiroptera,Pteropodidae,Macroglossus,sobrinus,Macroglossus sobrinus,-999,Greater Long-nosed Fruit Bat,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Nowak, Kunz, and Pierson, 1994"
Mammalia,Chiroptera,Pteropodidae,Megaerops,ecaudatus,Megaerops ecaudatus,-999,Temminck's Tailless Fruit Bat,NA,NA,NA,26.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jones, K., Bielby, J., Cardillo, M. et al., 2009"
Mammalia,Chiroptera,Pteropodidae,Megaerops,ecaudatus,Megaerops ecaudatus,-999,Temminck's Tailless Fruit Bat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.2,NA,NA,NA,NA,NA,NA,NA,"Boback and Guyer, 2003"
Mammalia,Chiroptera,Pteropodidae,Megaerops,kusnotoi,Megaerops kusnotoi,-999,Javan Tailless Fruit Bat,NA,NA,NA,19.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jones, K., Bielby, J., Cardillo, M. et al., 2009"
Mammalia,Chiroptera,Pteropodidae,Megaerops,niphanae,Megaerops niphanae,-999,Ratanaworabhan's Fruit Bat,NA,NA,NA,32.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jones, K., Bielby, J., Cardillo, M. et al., 2009"
Mammalia,Chiroptera,Pteropodidae,Megaerops,niphanae,Megaerops niphanae,-999,Ratanaworabhan's Fruit Bat,NA,NA,NA,25.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Borissenko and Kruskop, 2003"
Mammalia,Chiroptera,Pteropodidae,Megaerops,niphanae,Megaerops niphanae,-999,Ratanaworabhan's Fruit Bat,NA,NA,NA,21.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Borissenko and Kruskop, 2003"
Mammalia,Chiroptera,Pteropodidae,Megaerops,niphanae,Megaerops niphanae,-999,Ratanaworabhan's Fruit Bat,NA,NA,NA,27.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Borissenko and Kruskop, 2003"
Mammalia,Chiroptera,Pteropodidae,Megaerops,wetmorei,Megaerops wetmorei,-999,White-collared Fruit Bat,NA,NA,NA,18.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jones, K., Bielby, J., Cardillo, M. et al., 2009"
Mammalia,Chiroptera,Pteropodidae,Megaloglossus,woermanni,Megaloglossus woermanni,-999,Woermann's Long-tongued Fruit Bat,NA,1,2,16.71,NA,NA,NA,3.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.059,NA,NA,NA,NA,NA,NA,NA,"Jones, K., Bielby, J., Cardillo, M. et al., 2009"
Mammalia,Chiroptera,Pteropodidae,Megaloglossus,woermanni,Megaloglossus woermanni,-999,Woermann's Long-tongued Fruit Bat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2,NA,NA,NA,NA,NA,NA,NA,"Boback and Guyer, 2003"
Mammalia,Chiroptera,Pteropodidae,Megaloglossus,woermanni,Megaloglossus woermanni,-999,Woermann's Long-tongued Fruit Bat,NA,NA,NA,12.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Savage et al., 2004"
Mammalia,Chiroptera,Pteropodidae,Megaloglossus,woermanni,Megaloglossus woermanni,-999,Woermann's Long-tongued Fruit Bat,NA,NA,NA,12.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Savage et al., 2004"
Mammalia,Chiroptera,Pteropodidae,Megaloglossus,woermanni,Megaloglossus woermanni,-999,Woermann's Long-tongued Fruit Bat,NA,NA,NA,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Meyers et al., 2009"
Mammalia,Chiroptera,Pteropodidae,Megaloglossus,woermanni,Megaloglossus woermanni,-999,Woermann's Long-tongued Fruit Bat,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Meyers et al., 2009"
Mammalia,Chiroptera,Pteropodidae,Megaloglossus,woermanni,Megaloglossus woermanni,-999,Woermann's Long-tongued Fruit Bat,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Meyers et al., 2009"
Mammalia,Chiroptera,Pteropodidae,Megaloglossus,woermanni,Megaloglossus woermanni,-999,Woermann's Long-tongued Fruit Bat,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Meyers et al., 2009"
Mammalia,Chiroptera,Pteropodidae,Megaloglossus,woermanni,Megaloglossus woermanni,-999,Woermann's Long-tongued Fruit Bat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Nowak, Kunz, and Pierson, 1994"
Mammalia,Chiroptera,Pteropodidae,Megaloglossus,woermanni,Megaloglossus woermanni,-999,Woermann's Long-tongued Fruit Bat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Nowak, Kunz, and Pierson, 1994"
Mammalia,Chiroptera,Pteropodidae,Megaloglossus,woermanni,Megaloglossus woermanni,-999,Woermann's Long-tongued Fruit Bat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Nowak, Kunz, and Pierson, 1994"
Mammalia,Chiroptera,Pteropodidae,Megaloglossus,woermanni,Megaloglossus woermanni,-999,Woermann's Long-tongued Fruit Bat,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Nowak, Kunz, and Pierson, 1994"
Mammalia,Chiroptera,Pteropodidae,Megaloglossus,woermanni,Megaloglossus woermanni,-999,Woermann's Long-tongued Fruit Bat,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Nowak, Kunz, and Pierson, 1994"
Mammalia,Chiroptera,Pteropodidae,Melonycteris,melanops,Melonycteris melanops,-999,Black-bellied Fruit Bat,NA,NA,2,47.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.413,NA,NA,NA,NA,NA,NA,NA,"Jones, K., Bielby, J., Cardillo, M. et al., 2009"
Mammalia,Chiroptera,Pteropodidae,Melonycteris,melanops,Melonycteris melanops,-999,Black-bellied Fruit Bat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.6,NA,NA,NA,NA,NA,NA,NA,"Boback and Guyer, 2003"
Mammalia,Chiroptera,Pteropodidae,Melonycteris,melanops,Melonycteris melanops,-999,Black-bellied Fruit Bat,NA,NA,NA,53.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Savage et al., 2004"
Mammalia,Chiroptera,Pteropodidae,Melonycteris,melanops,Melonycteris melanops,-999,Black-bellied Fruit Bat,NA,NA,NA,53.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Savage et al., 2004"
Mammalia,Chiroptera,Pteropodidae,Melonycteris,woodfordi,Melonycteris woodfordi,-999,Woodford's Fruit Bat,NA,0.98,NA,36.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.828,NA,NA,NA,NA,NA,NA,NA,"Jones, K., Bielby, J., Cardillo, M. et al., 2009"
Mammalia,Chiroptera,Pteropodidae,Micropteropus,intermedius,Micropteropus intermedius,-999,Hayman's Lesser Epauletted Fruit Bat,NA,NA,NA,32.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jones, K., Bielby, J., Cardillo, M. et al., 2009"
Mammalia,Chiroptera,Pteropodidae,Micropteropus,pusillus,Micropteropus pusillus,-999,Peters's Lesser Epauletted Fruit Bat,202.08,0.99,2,25.38,NA,161.77,55.18,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.638,NA,NA,NA,NA,NA,NA,NA,"Jones, K., Bielby, J., Cardillo, M. et al., 2009"
Mammalia,Chiroptera,Pteropodidae,Micropteropus,pusillus,Micropteropus pusillus,-999,Peters's Lesser Epauletted Fruit Bat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5,NA,NA,NA,NA,NA,NA,NA,"Boback and Guyer, 2003"
Mammalia,Chiroptera,Pteropodidae,Micropteropus,pusillus,Micropteropus pusillus,-999,Peters's Lesser Epauletted Fruit Bat,NA,NA,NA,NA,4.575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Weigl, R., 2005"
Mammalia,Chiroptera,Pteropodidae,Myonycteris,brachycephala,Myonycteris brachycephala,-999,Sao Tome Collared Fruit Bat,NA,NA,NA,35.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jones, K., Bielby, J., Cardillo, M. et al., 2009"
Mammalia,Chiroptera,Pteropodidae,Myonycteris,relicta,Myonycteris relicta,-999,Bergmans's Collared Fruit Bat,NA,NA,NA,53.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jones, K., Bielby, J., Cardillo, M. et al., 2009"
Mammalia,Chiroptera,Pteropodidae,Myonycteris,torquata,Myonycteris torquata,-999,Little Collared Fruit Bat,NA,1,2,44.92,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.94,NA,NA,3.003,NA,NA,NA,NA,"Jones, K., Bielby, J., Cardillo, M. et al., 2009"
Mammalia,Chiroptera,Pteropodidae,Myonycteris,torquata,Myonycteris torquata,-999,Little Collared Fruit Bat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.5,NA,NA,NA,NA,NA,NA,NA,"Boback and Guyer, 2003"
Mammalia,Chiroptera,Pteropodidae,Myonycteris,torquata,Myonycteris torquata,-999,Little Collared Fruit Bat,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Meyers et al., 2009"
Mammalia,Chiroptera,Pteropodidae,Myonycteris,torquata,Myonycteris torquata,-999,Little Collared Fruit Bat,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Meyers et al., 2009"
Mammalia,Chiroptera,Pteropodidae,Myonycteris,torquata,Myonycteris torquata,-999,Little Collared Fruit Bat,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Meyers et al., 2009"
