familyName,genusName,scientificName.iucn.sub,forearm_mm,forearm_sd,forearm_n,mass_g,mass_sd,mass_n,wingspan_cm,wingspan_sd,wingspan_n,wingSurfaceArea_cm2,wingSurfaceArea_sd,wingSurfaceArea_n,liftingSurfaceArea_cm2,liftingSurfaceArea_sd,liftingSurfaceArea_n,totalAspectRatio,totalWingLoading_Nm2,totalRelativeLoading,totalAspectRatio_sd,totalWingLoading_sd,totalRelativeLoading_sd,totalAspectRatio_n,totalWingLoading_n,partialAspectRatio,partialWingLoading_Nm2,partialRelativeLoading,partialAspectRatio_sd,partialWingLoading_sd,partialRelativeLoading_sd,partialAspectRatio_n,partialWingLoading_n,partialRelativeLoading_n,totalRelativeLoading_ext,partialRelativeLoading_ext,totalWingLoading_Nm2_ext,partialWingLoading_Nm2_ext,totalAspectRatio_ext,partialAspectRatio_ext,lifestage,references
PHYLLOSTOMIDAE,Lophostoma,Lophostoma brasiliense,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,5.09,NA,38.44,0.1,NA,2.96,7,0,NA,NA,NA,NA,NA,NA,0,0,0,38.44,NA,NA,NA,5.09,NA,adult,"16, 258"
PHYLLOSTOMIDAE,Lophostoma,Lophostoma carrikeri,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,5.48,NA,42.8,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,0,0,0,42.8,NA,NA,NA,5.48,NA,adult,"16, 258"
PHYLLOSTOMIDAE,Lophostoma,Lophostoma silvicolum,NA,NA,0,31.5,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,5.28,10.57,33.55,0.21,NA,3.25,25,1,NA,NA,NA,NA,NA,NA,0,0,0,33.55,NA,10.57,NA,5.28,NA,adult,"16, 96, 258"
PHYLLOSTOMIDAE,Macrophyllum,Macrophyllum macrophyllum,34.36,1.07,11,8.89,0.71,11,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,adult,"107, 258"
PHYLLOSTOMIDAE,Macrotus,Macrotus californicus,NA,NA,0,14.1,NA,1,29.5,NA,1,NA,NA,0,136,NA,1,6.4,10.2,0,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,10.2,NA,6.4,NA,adult,"4, 258"
PHYLLOSTOMIDAE,Macrotus,Macrotus waterhousii,53.19,1.13,20,20.26,2.97,21,34,NA,1,NA,NA,0,128,NA,1,9,7.3,0,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,7.3,NA,9,NA,adult,"4, 143, 258"
PHYLLOSTOMIDAE,Mesophylla,Mesophylla macconnelli,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,6.19,NA,43.91,0.21,NA,1.99,5,0,NA,NA,NA,NA,NA,NA,0,0,0,43.91,NA,NA,NA,6.19,NA,adult,"16, 258"
PHYLLOSTOMIDAE,Micronycteris,Micronycteris hirsuta,NA,NA,0,14.6,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,5.62,9.19,35.68,0.33,NA,2.73,2,1,NA,NA,NA,NA,NA,NA,0,0,0,35.68,NA,9.19,NA,5.62,NA,adult,"16, 96, 258"
PHYLLOSTOMIDAE,Micronycteris,Micronycteris megalotis,NA,NA,0,7.1,NA,1,23.1,NA,1,NA,NA,0,95,NA,1,5.67,7.3,16.91,0.1,NA,23.91,2,1,NA,NA,NA,NA,NA,NA,0,0,0,16.91,NA,7.3,NA,5.67,NA,adult,"4, 16, 258"
PHYLLOSTOMIDAE,Micronycteris,Micronycteris microtis,NA,NA,0,6.1,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,5.73,6.27,34.29,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,0,0,0,34.29,NA,6.27,NA,5.73,NA,adult,96
PHYLLOSTOMIDAE,Micronycteris,Micronycteris minuta,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,5.81,NA,41,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,0,0,0,41,NA,NA,NA,5.81,NA,adult,"16, 258"
PHYLLOSTOMIDAE,Micronycteris,Micronycteris schmidtorum,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,5.72,NA,41.1,0.21,NA,2.49,2,0,NA,NA,NA,NA,NA,NA,0,0,0,41.1,NA,NA,NA,5.72,NA,adult,"16, 258"
PHYLLOSTOMIDAE,Monophyllus,Monophyllus plethodon luciae,41.94,1,29,15.18,1.34,29,NA,NA,0,NA,NA,0,NA,NA,0,6.44,11.3,45.62,0.41,0.83,NA,29,29,NA,NA,NA,NA,NA,NA,0,0,0,45.62,NA,11.3,NA,6.44,NA,adult,22
PHYLLOSTOMIDAE,Monophyllus,Monophyllus redmani,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,10.5,NA,NA,1,NA,0,9,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,10.5,NA,NA,NA,adult,"5, 258"
PHYLLOSTOMIDAE,Phylloderma,Phylloderma stenops,NA,NA,0,63.6,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,6.27,15.24,32.37,0.22,NA,4.15,4,1,NA,NA,NA,NA,NA,NA,0,0,0,32.37,NA,15.24,NA,6.27,NA,adult,"16, 96, 258"
PHYLLOSTOMIDAE,Phyllonycteris,Phyllonycteris poeyi,47.06,NA,226,20.94,NA,226,29.38,1.41,30,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,adult,"153, 258"
PHYLLOSTOMIDAE,Phyllostomus,Phyllostomus discolor,NA,NA,0,42.2,NA,1,41.6,NA,1,NA,NA,0,262,NA,1,6.92,15.8,38.74,0.23,NA,8.9,25,1,NA,NA,NA,NA,NA,NA,0,0,0,38.74,NA,15.8,NA,6.92,NA,adult,"4, 16, 258"
PHYLLOSTOMIDAE,Phyllostomus,Phyllostomus elongatus,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,6.61,NA,34.03,0.21,NA,2.76,23,0,NA,NA,NA,NA,NA,NA,0,0,0,34.03,NA,NA,NA,6.61,NA,adult,"16, 258"
PHYLLOSTOMIDAE,Phyllostomus,Phyllostomus hastatus,NA,NA,0,116,12.73,2,56.2,NA,1,NA,NA,0,417,NA,1,7.15,22.55,29.97,0.31,3.74,16.92,5,2,NA,NA,NA,NA,NA,NA,0,0,0,29.97,NA,22.55,NA,7.15,NA,adult,"4, 16, 96, 258"
PHYLLOSTOMIDAE,Platyrrhinus,Platyrrhinus helleri,NA,NA,0,13.75,0.64,2,27,NA,1,NA,NA,0,114,NA,1,6.62,11.38,39.78,0.65,0.03,14.34,10,2,NA,NA,NA,NA,NA,NA,0,0,0,39.78,NA,11.38,NA,6.62,NA,adult,"4, 16, 96, 258"
PHYLLOSTOMIDAE,Rhinophylla,Rhinophylla fischerae,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,6.23,NA,39.57,0.23,NA,3.45,24,0,NA,NA,NA,NA,NA,NA,0,0,0,39.57,NA,NA,NA,6.23,NA,adult,"16, 258"
PHYLLOSTOMIDAE,Rhinophylla,Rhinophylla pumilio,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,6.21,NA,38.86,0.3,NA,3.9,8,0,NA,NA,NA,NA,NA,NA,0,0,0,38.86,NA,NA,NA,6.21,NA,adult,"16, 258"
PHYLLOSTOMIDAE,Stenoderma,Stenoderma rufum,NA,NA,0,22.3,NA,1,26.6,NA,1,NA,NA,0,120,NA,1,5.9,18.2,0.01,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,0,0,0,0.01,NA,18.2,NA,5.9,NA,adult,"4, 258"
PHYLLOSTOMIDAE,Stenoderma,Stenoderma rufum darioi,49,0.8,4,24.3,3.4,4,NA,NA,0,NA,NA,0,NA,NA,0,6.43,11.56,39.91,0.27,1.68,NA,4,4,NA,NA,NA,NA,NA,NA,0,0,0,39.91,NA,11.56,NA,6.43,NA,adult,22
PHYLLOSTOMIDAE,Sturnira,Sturnira hondurensis,39.7,1.2,15,19.53,2.47,15,26.83,1.78,15,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,adult,148
PHYLLOSTOMIDAE,Sturnira,Sturnira lilium,44.3,0.6,11,20.59,1.96,12,28.1,NA,1,NA,NA,0,121,NA,1,6.16,11.65,42.02,0.25,0.67,NA,26,12,NA,NA,NA,NA,NA,NA,0,0,0,42.02,NA,11.65,NA,6.16,NA,adult,"4, 16, 22, 258"
PHYLLOSTOMIDAE,Sturnira,Sturnira lilium paulsoni,42.7,3.1,11,19.4,2.7,11,NA,NA,0,NA,NA,0,NA,NA,0,6.32,11.59,43.13,0.59,1.08,NA,11,11,NA,NA,NA,NA,NA,NA,0,0,0,43.13,NA,11.59,NA,6.32,NA,adult,22
PHYLLOSTOMIDAE,Sturnira,Sturnira ludovici,NA,NA,0,17.3,NA,1,29.5,NA,1,NA,NA,0,132,NA,1,6.6,12.9,0,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,12.9,NA,6.6,NA,adult,"4, 258"
PHYLLOSTOMIDAE,Sturnira,Sturnira parvidens,37.3,2.5,15,17.33,2.7,15,28.09,1.79,15,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,adult,148
PHYLLOSTOMIDAE,Tonatia,Tonatia saurophila,NA,NA,0,33.8,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,5.9,10.6,30.52,0.18,NA,1.84,24,1,NA,NA,NA,NA,NA,NA,0,0,0,30.52,NA,10.6,NA,5.9,NA,adult,"16, 96"
PHYLLOSTOMIDAE,Trachops,Trachops cirrhosus,NA,NA,0,37.45,8.98,2,42.2,NA,1,NA,NA,0,281,NA,1,5.97,13.63,24.73,0.28,2.36,21.44,3,2,NA,NA,NA,NA,NA,NA,0,0,0,24.73,NA,13.63,NA,5.97,NA,adult,"4, 16, 96, 258"
PHYLLOSTOMIDAE,Trinycteris,Trinycteris nicefori,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,6.28,NA,36.87,0.25,NA,2.99,21,0,NA,NA,NA,NA,NA,NA,0,0,0,36.87,NA,NA,NA,6.28,NA,adult,"16, 258"
PHYLLOSTOMIDAE,Uroderma,Uroderma bilobatum,NA,NA,0,16.3,1.27,2,30.7,NA,1,NA,NA,0,150,NA,1,6.3,10.83,39.87,0.18,1.04,8.95,24,2,NA,NA,NA,NA,NA,NA,0,0,0,39.87,NA,10.83,NA,6.3,NA,adult,"4, 16, 96, 258"
PHYLLOSTOMIDAE,Uroderma,Uroderma magnirostrum,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,6.42,NA,40.79,0.14,NA,2.45,25,0,NA,NA,NA,NA,NA,NA,0,0,0,40.79,NA,NA,NA,6.42,NA,adult,"16, 258"
PHYLLOSTOMIDAE,Vampyressa,Vampyressa pusilla,NA,NA,0,7.9,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,5.88,10.97,55.08,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,0,0,0,55.08,NA,10.97,NA,5.88,NA,adult,"96, 258"
PHYLLOSTOMIDAE,Vampyriscus,Vampyriscus bidens,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,6.38,NA,43.81,0.15,NA,4.04,14,0,NA,NA,NA,NA,NA,NA,0,0,0,43.81,NA,NA,NA,6.38,NA,adult,16
PHYLLOSTOMIDAE,Vampyriscus,Vampyriscus nymphaea,NA,NA,0,13.4,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,5.93,11.54,48.59,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,0,0,0,48.59,NA,11.54,NA,5.93,NA,adult,96
PHYLLOSTOMIDAE,Vampyrodes,Vampyrodes caraccioli,NA,NA,0,37.55,1.06,2,41.1,NA,1,NA,NA,0,260,NA,1,6.4,15.69,25.38,0.14,1.68,35.89,2,2,NA,NA,NA,NA,NA,NA,0,0,0,25.38,NA,15.69,NA,6.4,NA,adult,"4, 96, 258"
PHYLLOSTOMIDAE,Vampyrum,Vampyrum spectrum,NA,NA,0,158,NA,1,67.6,NA,1,NA,NA,0,844,NA,1,5.27,18.4,10.02,0.18,NA,14.17,2,1,NA,NA,NA,NA,NA,NA,0,0,0,10.02,NA,18.4,NA,5.27,NA,adult,"4, 16, 258"
PTEROPODIDAE,Acerodon,Acerodon mackloti,NA,NA,0,518,NA,1,102,NA,1,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,adult,"4, 258"
PTEROPODIDAE,Balionycteris,Balionycteris maculata,NA,NA,0,13.42,0.88,21,28.49,1.3,21,NA,NA,0,137.62,11.09,21,5.92,0.54,0,NA,2.49,NA,21,21,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.54,NA,5.92,NA,adult,"4, 31, 258"
PTEROPODIDAE,Chironax,Chironax melanocephalus,NA,NA,0,18.4,2.1,16,31.19,0.98,16,NA,NA,0,162.5,9.8,16,5.99,0,0,NA,NA,NA,16,16,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,5.99,NA,adult,"31, 258"
PTEROPODIDAE,Cynopterus,Cynopterus brachyotis,62.42,2.37,51,31.59,NA,96,39.06,NA,96,260.54,NA,64,228.99,19.21,29,6.12,0.45,1.28,NA,2.43,6.99,30,29,6.1,12.6,0,NA,NA,NA,64,64,64,1.28,0,0.45,12.6,6.12,6.1,adult,"4, 8, 30, 31, 45, 85, 258"
PTEROPODIDAE,Cynopterus,Cynopterus horsfieldii,73.24,1.79,27,57.36,5.66,39,46.44,1.89,39,360,20,31,353.89,44.75,8,6.08,2.15,0,NA,6.08,NA,8,8,6.08,15.98,0,0.19,1.26,NA,31,31,31,0,0,2.15,15.98,6.08,6.08,adult,"4, 31, 85, 258"
PTEROPODIDAE,Cynopterus,Cynopterus sphinx,68.65,1.52,23,46.66,3.31,36,43.34,1.29,36,300,20,31,339.6,52.5,5,5.74,13.34,0,0.6,1.42,NA,5,5,6.24,15.37,0,0.19,1.04,NA,31,31,31,0,0,13.34,15.37,5.74,6.24,adult,"4, 25, 85, 258"
PTEROPODIDAE,Dobsonia,Dobsonia moluccensis,NA,NA,0,378,NA,1,85.2,NA,1,NA,NA,0,1060,NA,1,6.8,34.9,0,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,34.9,NA,6.8,NA,adult,"4, 258"
PTEROPODIDAE,Dobsonia,Dobsonia peronii,NA,NA,0,224,NA,1,77.8,NA,1,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,adult,"4, 258"
PTEROPODIDAE,Dobsonia,Dobsonia viridis,NA,NA,0,238,NA,1,77,NA,1,NA,NA,0,884,NA,1,6.7,26.4,0,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,26.4,NA,6.7,NA,adult,"4, 258"
PTEROPODIDAE,Dyacopterus,Dyacopterus spadiceus,NA,NA,0,75.7,10.1,10,48.52,2.82,10,NA,NA,0,377.3,33.9,10,6.24,0,0,NA,NA,NA,10,10,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,6.24,NA,adult,"31, 258"
PTEROPODIDAE,Eidolon,Eidolon helvum,NA,NA,0,288.33,NA,6,81.17,NA,6,1087.41,NA,5,879,NA,1,6.9,30.6,0,NA,NA,NA,1,1,6.18,26.27,0,NA,NA,NA,5,5,5,0,0,30.6,26.27,6.9,6.18,adult,"4, 45, 258"
PTEROPODIDAE,Eonycteris,Eonycteris spelaea,NA,NA,0,65.66,13.22,29,44.75,2.67,28,NA,NA,0,339.29,56.31,28,5.96,11.95,0,NA,9.86,NA,28,28,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,11.95,NA,5.96,NA,adult,"4, 25, 31, 156, 258"
PTEROPODIDAE,Epomophorus,Epomophorus gambianus,NA,NA,0,158,NA,1,58.4,NA,1,NA,NA,0,575,NA,1,5.9,27,0,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,27,NA,5.9,NA,adult,"4, 258"
PTEROPODIDAE,Epomophorus,Epomophorus labiatus,NA,NA,0,61.7,15.98,2,43.77,4.33,3,NA,NA,0,298.5,12.02,2,5.9,20.65,0.01,0.14,3.75,0,2,2,NA,NA,NA,NA,NA,NA,0,0,0,0.01,NA,20.65,NA,5.9,NA,adult,"4, 220, 258"
PTEROPODIDAE,Epomophorus,Epomophorus minor,NA,NA,0,67,NA,1,NA,NA,0,NA,NA,0,240,NA,1,NA,27.4,0.01,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,0,0,0,0.01,NA,27.4,NA,NA,NA,adult,"4, 258"
PTEROPODIDAE,Epomophorus,Epomophorus wahlbergi,NA,NA,0,NA,NA,0,52,NA,1,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,adult,"4, 258"
PTEROPODIDAE,Epomops,Epomops franqueti,NA,NA,0,109,NA,1,60,NA,1,NA,NA,0,552,NA,1,6.5,19.4,0,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,19.4,NA,6.5,NA,adult,"4, 258"
PTEROPODIDAE,Harpyionycteris,Harpyionycteris celebensis,NA,NA,0,104,NA,1,56.6,NA,1,NA,NA,0,529,NA,1,6.1,19.3,0,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,19.3,NA,6.1,NA,adult,"4, 258"
PTEROPODIDAE,Hypsignathus,Hypsignathus monstrosus,NA,NA,0,427,NA,1,88.2,NA,1,NA,NA,0,1150,NA,1,6.7,36.3,0,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,36.3,NA,6.7,NA,adult,"4, 258"
PTEROPODIDAE,Macroglossus,Macroglossus minimus,NA,NA,0,13.5,NA,1,26.4,NA,1,NA,NA,0,108,NA,1,6.5,12.3,0.01,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,0,0,0,0.01,NA,12.3,NA,6.5,NA,adult,"4, 258"
PTEROPODIDAE,Macroglossus,Macroglossus sobrinus,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,adult,"4, 258"
PTEROPODIDAE,Megaerops,Megaerops ecaudatus,NA,NA,0,23.4,3.1,17,35.08,1.74,17,NA,NA,0,201.6,14.3,17,6.1,0,0,NA,NA,NA,17,17,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,6.1,NA,adult,"31, 258"
PTEROPODIDAE,Megaloglossus,Megaloglossus woermanni,NA,NA,0,NA,NA,0,24.1,NA,1,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,adult,"4, 258"
PTEROPODIDAE,Micropteropus,Micropteropus pusillus,NA,NA,0,21.1,NA,1,37.8,NA,1,NA,NA,0,164,NA,1,8.7,12.6,0,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,12.6,NA,8.7,NA,adult,"4, 258"
PTEROPODIDAE,Myonycteris,Myonycteris torquata,NA,NA,0,NA,NA,0,29.2,NA,1,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,adult,"4, 258"
PTEROPODIDAE,Nanonycteris,Nanonycteris veldkampii,NA,NA,0,NA,NA,0,17.8,NA,1,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,adult,"4, 258"
PTEROPODIDAE,Notopteris,Notopteris macdonaldi,NA,NA,0,45,NA,1,40.7,NA,1,NA,NA,0,270,NA,1,6.1,16.3,0,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,16.3,NA,6.1,NA,adult,"4, 258"
PTEROPODIDAE,Nyctimene,Nyctimene aello,NA,NA,0,89,NA,1,54.2,NA,1,NA,NA,0,473,NA,1,6.2,18.5,0,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,18.5,NA,6.2,NA,adult,"4, 258"
PTEROPODIDAE,Nyctimene,Nyctimene albiventer,NA,NA,0,31,NA,1,38.2,NA,1,NA,NA,0,232,NA,1,6.3,13.1,0,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,13.1,NA,6.3,NA,adult,"4, 258"
PTEROPODIDAE,Nyctimene,Nyctimene cephalotes,NA,NA,0,47,NA,1,44,NA,1,NA,NA,0,314,NA,1,6.2,14.7,0,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,14.7,NA,6.2,NA,adult,"4, 258"
PTEROPODIDAE,Nyctimene,Nyctimene robinsoni,NA,NA,0,46.4,NA,1,40,NA,1,NA,NA,0,284,NA,1,5.6,16,0,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,16,NA,5.6,NA,adult,"4, 258"
PTEROPODIDAE,Paranyctimene,Paranyctimene raptor,NA,NA,0,22,NA,1,33.1,NA,1,NA,NA,0,190,NA,1,5.8,11.4,0,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,11.4,NA,5.8,NA,adult,"4, 258"
PTEROPODIDAE,Ptenochirus,Ptenochirus jagori,NA,NA,0,74.2,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,adult,"156, 258"
PTEROPODIDAE,Pteropus,Pteropus alecto,NA,NA,0,780,NA,1,119,NA,1,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,adult,"4, 258"
PTEROPODIDAE,Pteropus,Pteropus giganteus,NA,NA,0,1180,NA,1,125,NA,1,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,adult,"4, 258"
PTEROPODIDAE,Pteropus,Pteropus griseus,NA,NA,0,270,NA,1,84.4,NA,1,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,adult,4
PTEROPODIDAE,Pteropus,Pteropus hypomelanus,NA,NA,0,480.4,NA,5,104.59,NA,5,1899.66,NA,5,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,5.79,24.92,0,NA,NA,NA,5,5,5,NA,0,NA,24.92,NA,5.79,adult,"45, 258"
PTEROPODIDAE,Pteropus,Pteropus livingstonii,NA,NA,0,645,84,4,126.5,1.9,4,NA,NA,0,2450,110,4,6.53,5.16,0.61,NA,11.54,1.36,5,5,NA,NA,NA,NA,NA,NA,0,0,0,0.61,NA,5.16,NA,6.53,NA,adult,"109, 258"
PTEROPODIDAE,Pteropus,Pteropus mariannus,NA,NA,0,457,NA,1,98,NA,1,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,adult,"4, 258"
PTEROPODIDAE,Pteropus,Pteropus poliocephalus,NA,NA,0,770,NA,1,114,NA,1,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,adult,"4, 258"
PTEROPODIDAE,Pteropus,Pteropus pumilus,NA,NA,0,190.4,NA,5,73.47,NA,5,940.81,NA,5,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,5.75,19.89,0,NA,NA,NA,5,5,5,NA,0,NA,19.89,NA,5.75,adult,"45, 258"
PTEROPODIDAE,Pteropus,Pteropus samoensis,NA,NA,0,379,40,7,86.1,4,7,1130,100,7,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,6.59,33.08,0,0.12,3.67,NA,7,7,7,NA,0,NA,33.08,NA,6.59,adult,"77, 258"
PTEROPODIDAE,Pteropus,Pteropus scapulatus,NA,NA,0,375,NA,1,90.4,NA,1,NA,NA,0,1120,NA,1,7.3,32.8,0,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,32.8,NA,7.3,NA,adult,"4, 258"
PTEROPODIDAE,Pteropus,Pteropus seychellensis,NA,NA,0,507,34,7,101.3,0.03,2,NA,NA,0,1880,2.3,2,5.46,26.4,3.38,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,0,0,0,3.38,NA,26.4,NA,5.46,NA,adult,"109, 258"
PTEROPODIDAE,Pteropus,Pteropus tokudae,NA,NA,0,152,NA,1,65,NA,1,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,adult,"4, 258"
PTEROPODIDAE,Pteropus,Pteropus tonganus,NA,NA,0,435.65,74.75,17,87.11,10.24,17,1080,200,16,1410,NA,1,7.1,39,0,NA,NA,NA,1,1,6.93,39.58,0.01,0.67,8.02,NA,16,16,16,0,0.01,39,39.58,7.1,6.93,adult,"4, 77, 258"
PTEROPODIDAE,Pteropus,Pteropus vampyrus,NA,NA,0,1098.6,NA,5,141.78,NA,5,3668.68,NA,4,2000,NA,1,8.4,57.8,0.01,NA,NA,NA,1,1,5.73,29.03,0,NA,NA,NA,4,4,4,0.01,0,57.8,29.03,8.4,5.73,adult,"4, 45, 258"
PTEROPODIDAE,Rousettus,Rousettus aegyptiacus,NA,NA,0,129.4,NA,5,55.76,NA,5,572.76,NA,3,511.5,65.76,2,6.15,23.3,0,0.35,1.84,0,2,2,5.54,22.98,0,NA,NA,NA,3,3,3,0,0,23.3,22.98,6.15,5.54,adult,"4, 45, 220, 258"
PTEROPODIDAE,Rousettus,Rousettus amplexicaudatus,NA,NA,0,70.89,7.93,7,49.35,1.99,6,NA,NA,0,373.7,23,5,6.33,0,0,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0,NA,6.33,NA,adult,"4, 31, 156, 258"
PTEROPODIDAE,Rousettus,Rousettus celebensis,NA,NA,0,68,NA,1,48.6,NA,1,NA,NA,0,391,NA,1,6,17.1,0,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,17.1,NA,6,NA,adult,"4, 258"
PTEROPODIDAE,Rousettus,Rousettus leschenaultii,80,NA,1,99.62,11.63,17,52.58,2.61,17,NA,NA,0,481.76,59.13,17,5.89,21,2.44,0.4,2.59,10.35,18,17,NA,NA,NA,NA,NA,NA,0,0,0,2.44,NA,21,NA,5.89,NA,adult,"4, 25, 30, 258"
